檀溪路口 复聪路 坤瑞苑 三室两厅精装修拎包入住 停车方便,3室1厅|79m²|共5层|2000年建造,坤瑞苑   襄城-凯地广场-复聪路12号,93.9万
武商檀溪路均价7100出头首付20万 单位三室房龄新好停车,3室1厅|79m²|共5层|2000年建造,湖北三环车灯有限公司生活四区   襄城-广电中心-虎头山路1-4号,96万
襄城二桥头恒大环宇小 学 单位家属院三室南北通透 拎包入住,毛纺小区   樊城-火车站-长虹路39号,襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,86万
钥匙房襄城二桥头武商 实验二 小 三室 明园旁采光好 路段好,毛纺小区   樊城-火车站-长虹路39号,坤瑞苑   襄城-凯地广场-复聪路12号,93.9万
檀溪主干道单位家属院三室南北通透 好楼层 拎包入住,3室2厅|106m²|高层(共7层)|1999年建造,襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,86万
檀溪路首付17W买大3室 非顶楼 实验2小25中学屈 钥匙房,3室2厅|106m²|高层(共7层)|1999年建造,坤瑞苑   襄城-凯地广场-复聪路12号,93.9万
江边好房 滨江苑小区户型方正 南北通透 采光好 路段好,滨江苑小区   襄城-鼓楼-滨江大道68号,滨江苑小区   襄城-鼓楼-滨江大道68号,120万
二桥头 檀溪新居对面单位家属院 经典小三房 均价7900满五,滨江苑小区   襄城-鼓楼-滨江大道68号,襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,86万
檀溪二桥头 实验二小精装 采光好 路段好 性价比高三面采光,3室2厅|108m²|高层(共8层)|2000年建造,坤瑞苑   襄城-凯地广场-复聪路12号,93.9万
襄城二桥头武商均价9字头大三室 拎包入住新房龄襄城印象,3室2厅|108m²|高层(共8层)|2000年建造,襄城映象   襄城-广电中心-财苑路30号,140万
襄城 精装三房全新家具家电 凤雏桥旁家属院 即将装电梯,襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,建安家属院   襄城-东门口-建锦路4号,88万
均价7000檀溪主干道 简装大三室 恒大小学 看房方便 满五,襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,湖北三环车灯有限公司生活四区   襄城-广电中心-虎头山路1-4号,96万
首付20万二桥头 西门桥卫校大气三房 三卧朝南 停车方便,3室2厅|124m²|高层(共8层)|2002年建造,西门桥卫校家属院   襄城-凯地广场-檀溪路15号,85万
檀溪公馆品质小区 好楼层 南北通透 名仕家对面 41中学屈,3室2厅|124m²|高层(共8层)|2002年建造,檀溪公馆   襄城-广电中心-檀溪西路,146.5万
昭明学曲房 精装修 未入住 品牌装修材料 品牌家具 飘窗,坤瑞苑   襄城-凯地广场-复聪路12号,国泰君安小区   襄城-凯地广场-红花园路73号,116万
襄城一桥头在水一方三房精装修 四楼带车位 随时看房满五 诚售,坤瑞苑   襄城-凯地广场-复聪路12号,在水一方(襄城)   襄城-东门口-建锦路39号,126万
三卧朝南 房东急售 沃尔玛商圈 小区停车免费,3室2厅|154m²|高层(共8层)|2000年建造,汉江馨园   樊城-武商沃尔玛-春花路14-9号,101万
二桥头 檀溪图书馆旁家属院 三卧朝南,3室2厅|154m²|高层(共8层)|2000年建造,检察院家属院(襄城)   襄城-凯地广场-檀溪路165号,105万
米公小学划片| 二楼精装拎包入住| 人民医院附近,襄城映象   襄城-广电中心-财苑路30号,襄州区经济和信息化局大庆西路家属院   樊城-火车站-大庆西路28号,92万
沃尔玛南国商圈建华路电信小区大三房,襄城映象   襄城-广电中心-财苑路30号,电信小区   樊城-火车站-建华路16号,92万
安厦新上 东门口凤雏大桥下 丽江泊林 花园洋房电梯房满五税少,3室2厅|105m²|高层(共8层)|2000年建造,华凯丽江泊林   襄城-东门口-建锦路88号,117.8万
家乐福附近 楼龄新停车方便 三楼户型好 南北通透 业主诚售,3室2厅|105m²|高层(共8层)|2000年建造,鑫鼎花苑   樊城-火车站-中清路50号,88万
襄城 山河万里 精装小三房 拎包入住 有证花园洋房君临山,建安家属院   襄城-东门口-建锦路4号,山河万里(公寓住宅)   襄城-凯地广场-汉丹路,120万
沃尔玛商圈，满二年小两室，77平90万随时可看,建安家属院   襄城-东门口-建锦路4号,汉水华城   樊城-武商沃尔玛-长虹路,90万
新上 沃尔玛旁大两室高端电梯房精装修拎包住 房主急售,3室2厅|134m²|高层(共7层)|2010年建造,汉水华城   樊城-武商沃尔玛-长虹路,89万
襄城鼓楼南街司法局，运动路工商局三室，停车方便，实验一小,3室2厅|134m²|高层(共7层)|2010年建造,司法局家属院   襄城-凯地广场-南街9号,143万
襄城山水华府旁檀溪公馆3室2厅2卫毛坯南北通透采光好中间楼层,湖北三环车灯有限公司生活四区   襄城-广电中心-虎头山路1-4号,檀溪公馆   襄城-广电中心-檀溪西路,149万
襄城檀溪图书馆附近 2 楼楼层好 看房方便,湖北三环车灯有限公司生活四区   襄城-广电中心-虎头山路1-4号,慧苑新区   襄城-凯地广场-复聪路3号,81万
檀溪路单位家属院三室半户型 117平109万满五住房 采光好,3室2厅|111m²|高层(共7层)|2000年建造,襄城区人民法院家属院   襄城-凯地广场-财苑路68号,110万
鼓楼商圈庞公大桥23中河畔林语精装三室户型方正院大好停车低税,3室2厅|111m²|高层(共7层)|2000年建造,河畔林语   襄城-东门口-庞公附1路9号,63.8万
昭明小学33中划片暖气豪华装修3室2厅新房出售满五 南北向,西门桥卫校家属院   襄城-凯地广场-檀溪路15号,老五中家属院   襄城-凯地广场-马王庙街6号,122万
悦活荟旁 首付15万得鼎府精装3房 环境优美 证齐满2,西门桥卫校家属院   襄城-凯地广场-檀溪路15号,连山鼎府   高新区-悦活荟-阳光路2号,89万
东门口 丽江柏林高档电梯房 精装婚房 拎包入住 税费少,3室2厅|120m²|中层(共11层)|2010年建造,华凯丽江泊林   襄城-东门口-建锦路88号,100万
庞公二十三中旁 简装三室 均价七千多 停车方便 价格便宜,3室2厅|120m²|中层(共11层)|2010年建造,庞公公寓   襄城-东门口-常青路5号,92万
立业路南国沃尔玛富源公寓3室精装修,檀溪公馆   襄城-广电中心-檀溪西路,富源公寓   樊城-火车站-立业路43号,96万
"檀溪路滨江路滨江苑，靠江，满五 三卧朝南,精装修",檀溪公馆   襄城-广电中心-檀溪西路,滨江苑小区   襄城-鼓楼-滨江大道68号,132万
荆州街生活区单位家属院精装3室 拎包住 有钥匙看房方便,3室2厅|108m²|高层(共7层)|2000年建造,生活一区   襄城-鼓楼-慧安巷12号,130万
人民路小学，精装大气3室，黄晶楼层，拎包入住满二,3室2厅|108m²|高层(共7层)|2000年建造,幸合小区   樊城-人民广场-一建道子,115万
万山中房鹏城润景毛呸房，超大视野复式楼,国泰君安小区   襄城-凯地广场-红花园路73号,中房鹏城润景   襄城-广电中心-轴承一路75号,122万
胜利街36中城南经典 庞公财政所家属院3楼 满五院大好停车,国泰君安小区   襄城-凯地广场-红花园路73号,六化建育才小区   襄城-鼓楼-胜利街,107万
悦活荟 电梯房连山鼎府 大平台大面积 休闲时光 惬意阳光房,3室2厅|125m²|中层(共7层)|2005年建造,连山鼎府   高新区-悦活荟-阳光路2号,127万
42學区 襄重精装三室 中间楼层 拎包直接住 业主诚售看房方,3室2厅|125m²|中层(共7层)|2005年建造,祥云社区   樊城-万达广场-长虹北路52号,75万
溪苑小区经典三房边户卧室朝南中间楼层位置好出行便利拎包入住急,在水一方(襄城)   襄城-东门口-建锦路39号,溪苑小区   襄城-广电中心-檀溪路191号,114万
襄城22中学期房，单位家属院，停车方便，可按揭,在水一方(襄城)   襄城-东门口-建锦路39号,市教育局家属院   襄城-凯地广场-文宣巷2号,120万
檀溪中路单位院可改4室2厅2卫 好楼层采光好停车不愁,3室2厅|111m²|高层(共7层)|2015年建造,国税局家属院(襄城)   襄城-凯地广场-虎头山路8号,104万
华洋堂商圈 75万3楼 急售3室3楼 首付15万 直降5万急,3室2厅|111m²|高层(共7层)|2015年建造,宁港东城秀景   樊城-华洋堂-大庆东路24号,75万
昭明小学，税低，精装修，楼层好，拎包入住，价格可议,汉江馨园   樊城-武商沃尔玛-春花路14-9号,老五中家属院   襄城-凯地广场-马王庙街6号,120万
鼓楼上荆州街和22中，精装修采光好楼层好 安厦,汉江馨园   樊城-武商沃尔玛-春花路14-9号,滨江花园B区   襄城-广电中心-内环路226号,135万
四七七旁 96万3楼 大气3室 首付18万 均价7500急售,3室2厅|112m²|高层(共7层)|2000年建造,前进小区   樊城-火车站-陈营路17号,96万
火车站 幸福小区 晨光小区和31中 三室光线超好,3室2厅|112m²|高层(共7层)|2000年建造,幸福小区   樊城-火车站-前进路146号,71万
人民广场天元四季城商圈泰跃朝阳对面单位家属院米公小学,检察院家属院(襄城)   襄城-凯地广场-檀溪路165号,烟厂家属院(樊城)   樊城-火车站-立业路72号,112万
42中 长虹路主干道 精装小三房 南北通透 采光好,检察院家属院(襄城)   襄城-凯地广场-檀溪路165号,祥云社区   樊城-万达广场-长虹北路52号,74万
好房急售 松鹤路建苑小区140平大三室单价8200,3室2厅|99m²|共5层|2000年建造,建苑小区   樊城-火车站-风华路,115万
毛纺小区 32中学 区 房3室1厅 72万 南北通透,3室2厅|99m²|共5层|2000年建造,绒线厂家属院   樊城-火车站-长汉路,72万
白菜价477医院 均价7400 大3室 首付13万 有钥匙,襄州区经济和信息化局大庆西路家属院   樊城-火车站-大庆西路28号,台板厂家属院   樊城-火车站-风华路52号,83万
松鹤路小学 32中 毛纺小区烟厂73万3楼 3室1厅,襄州区经济和信息化局大庆西路家属院   樊城-火车站-大庆西路28号,烟厂家属院(樊城)   樊城-火车站-立业路72号,73万
满五 ，芙蓉园旁单价7000 三面朝南 大三房 加装电梯,3室2厅|118m²|中层(共7层)|2000年建造,湖北三环车灯有限公司生活四区   襄城-广电中心-虎头山路1-4号,96万
五一23中 东门口 马上加装电梯 看房方便 精装拎包入住,3室2厅|118m²|中层(共7层)|2000年建造,建安家属院   襄城-东门口-建锦路4号,88万
人民广场天元四季城商圈米公路小学一医院附近3室低楼层,电信小区   樊城-火车站-建华路16号,襄州区经济和信息化局大庆西路家属院   樊城-火车站-大庆西路28号,92万
安厦新上 东门口凤雏大桥下 丽江泊林 花园洋房电梯房满五税少,电信小区   樊城-火车站-建华路16号,华凯丽江泊林   襄城-东门口-建锦路88号,117.8万
檀溪路单位家属院三室半户型 117平109万满五住房 采光好,3室2厅|97m²|中层(共8层)|2008年建造,襄城区人民法院家属院   襄城-凯地广场-财苑路68号,110万
悦活荟鼎府精装修三室 可拎包入住 只卖89万 满二看房有钥匙,3室2厅|97m²|中层(共8层)|2008年建造,连山鼎府   高新区-悦活荟-阳光路2号,89万
长虹北路 42中 襄重家属院 精装小三室 两卧朝南 诚心急售,华凯丽江泊林   襄城-东门口-建锦路88号,祥云社区   樊城-万达广场-长虹北路52号,74万
急售 鼎府 的三房 南北通透 边户 任意装修 看房有钥匙,华凯丽江泊林   襄城-东门口-建锦路88号,连山鼎府   高新区-悦活荟-阳光路2号,89万
42中 精装婚房小三室 75万送家具家电 黄晶楼层,3室2厅|105m²|中层(共7层)|2005年建造,祥云社区   樊城-万达广场-长虹北路52号,75万
阜家优选 襄重精装三室 万达商圈,3室2厅|105m²|中层(共7层)|2005年建造,祥云社区   樊城-万达广场-长虹北路52号,75万
安厦檀溪路名仕家鹏城润景山景洋房三室复试楼证满二可贷款,中房鹏城润景   襄城-广电中心-轴承一路75号,中房鹏城润景   襄城-广电中心-轴承一路75号,119万
金乡域小区环境优美，品质小区,中房鹏城润景   襄城-广电中心-轴承一路75号,金乡域花园小区   襄城-广电中心-檀溪路240号,125万
襄城 东门口 新步梯房 4楼 满五 看房方便,3室2厅|127m²|中层(共6层)|1998年建造,河畔林语   襄城-东门口-庞公附1路9号,127万
襄城东门口河畔林语三室精装修中间楼层随时看房,3室2厅|127m²|中层(共6层)|1998年建造,河畔林语   襄城-东门口-庞公附1路9号,126万
毛纺小区烟厂家属院 中间楼层 小3室 看房方便,金乡域花园小区   襄城-广电中心-檀溪路240号,烟厂家属院(樊城)   樊城-火车站-立业路72号,73万
20中学.区暖气3房 单位家属院停车方便满5年 可按揭,金乡域花园小区   襄城-广电中心-檀溪路240号,航宇公司家属院   樊城-火车站-七里河路50号,98万
惊爆价！婚房急售！精装 电梯房 ！一天未入住过!,3室2厅|133m²|中层(共7层)|2008年建造,华凯丽江泊林   襄城-东门口-建锦路88号,100万
安厦檀溪路名仕家鹏城润景山景洋房三室复试楼证满二可贷款,3室2厅|133m²|中层(共7层)|2008年建造,中房鹏城润景   襄城-广电中心-轴承一路75号,119万
檀溪路上 法官培训家属院 楼层适中 三卧朝南随时看房,河畔林语   襄城-东门口-庞公附1路9号,襄城区人民法院家属院   襄城-凯地广场-财苑路68号,110万
人民路供电局家属院，精装大三室单价9千电梯房，中间楼层采光好,河畔林语   襄城-东门口-庞公附1路9号,国网襄阳供电公司检修分公司人民路生活区   樊城-火车站-人民路33号,120万
鼓楼 上荆州街小学和22中，精装修 采光好 楼层好,3室2厅|133m²|中层(共7层)|2008年建造,滨江花园B区   襄城-广电中心-内环路226号,132万
樊城区必看好房！火车站华洋堂商圈 精装大三室 单价8千,3室2厅|133m²|中层(共7层)|2008年建造,嘉鑫公寓   樊城-火车站-丹江路,115万
北街三十三中，昭明小学附近，看房方便,河畔林语   襄城-东门口-庞公附1路9号,老五中家属院   襄城-凯地广场-马王庙街6号,65万
中梁紫悦毛坯房110平,河畔林语   襄城-东门口-庞公附1路9号,中梁紫悦首府   樊城-火车站-追日路,80万
昭明小学划片 3楼 小三室 可公积金贷款 仅售80万!,3室1厅|66m²|中层(共6层)|2000年建造,"红心家园   襄城-凯地广场-红花园路,近南街",80万
送15万精装 三室64万 东门口23中 河畔淋雨三楼 采光好,3室1厅|66m²|中层(共6层)|2000年建造,河畔林语   襄城-东门口-庞公附1路9号,64万
精装婚房，长虹路三室中间楼层，42中學区万达商圈襄重祥云社区,烟厂家属院(樊城)   樊城-火车站-立业路72号,祥云社区   樊城-万达广场-长虹北路52号,75万
鹏腾房产 38中校区 家乐福 回天胶业小区 中间楼层 税低,烟厂家属院(樊城)   樊城-火车站-立业路72号,力诺蓝钻领域   樊城-火车站-春园路,96万
长虹路沃尔玛商圈 毛坯三室 南北通透 即买即装修,3室1厅|78m²|高层(共7层)|2000年建造,汉水华城   樊城-武商沃尔玛-长虹路,125万
急售 74万 长虹路42中 襄重家属院精装三房，楼层采光好看,3室1厅|78m²|高层(共7层)|2000年建造,祥云社区   樊城-万达广场-长虹北路52号,74万
万达商圈 83万3室 首付18万 急售 直降5万 晖月小区急,航宇公司家属院   樊城-火车站-七里河路50号,晖月小区   樊城-万达广场-长虹北路48号,83万
中心血站家属院 2室2厅1卫 82.0平米 75.00万元,航宇公司家属院   樊城-火车站-七里河路50号,襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,75万
半山逸品 2室2厅1卫 97.88平米 118.00万元,3室2厅|97m²|中层(共8层)|2010年建造,半山逸品   襄城-岘山广场-胜利街208号,118万
二十二中学位房中间楼层,3室2厅|97m²|中层(共8层)|2010年建造,襄樊四中教师生活区   襄城-凯地广场-荆州街103号,115万
襄城 檀溪 单位家属院 证 件齐全,华凯丽江泊林   襄城-东门口-建锦路88号,鼓楼商场福利路家属院   襄城-广电中心-福利路12号,75万
南街国税局财政局 实验小学 机关大院107平满五 好房售,华凯丽江泊林   襄城-东门口-建锦路88号,王府口社区   襄城-凯地广场-王府口巷1号,113万
檀溪路 实验二小学曲房 慧苑经典两室 户型房子 楼层好,3室2厅|137m²|高层(共6层)|2013年建造,慧苑新区   襄城-凯地广场-复聪路3号,82万
省一建家属院 2室2厅1卫 90.74平米 95.00万元,3室2厅|137m²|高层(共6层)|2013年建造,省一建家属院   襄城-东门口-东街16号,95万
襄城武商环城路背靠真武山 建材家属院两房楼层采光好,中房鹏城润景   襄城-广电中心-轴承一路75号,三全特建材家属院   襄城-凯地广场-环城西路61号,68万
轴承厂二路顺安居中层精装两室两厅,中房鹏城润景   襄城-广电中心-轴承一路75号,顺安居   襄城-广电中心-轴承二路70号,79万
襄城 武商旁单位家属院 经典户型方正 中间楼层 停车方便,3室2厅|117m²|中层(共7层)|2010年建造,大桥管理处家属院   襄城-凯地广场-虹桥路1号,82万
满五 ！檀溪东方社区精装小2室 好楼层拎包入住 山水家园,3室2厅|117m²|中层(共7层)|2010年建造,东方社区   襄城-广电中心-琵琶山路,87万
襄城南街实验小学 单位院中间楼层 中等装修,襄城区人民法院家属院   襄城-凯地广场-财苑路68号,司法局家属院   襄城-凯地广场-南街9号,83万
六化建育才小区 2室2厅1卫 79.6平米 69.00万元,襄城区人民法院家属院   襄城-凯地广场-财苑路68号,六化建育才小区   襄城-鼓楼-胜利街,69万
昭明小学七中学屈房 拎包入住 均价不到1W 非顶楼 鼓楼商圈,3室2厅|143m²|中层(共8层)|2000年建造,工行家属院(西街)   襄城-凯地广场-西街2号,80万
四中义教部22中双学屈 稀有小2室 均价11000 楼层好,3室2厅|143m²|中层(共8层)|2000年建造,三建小区   襄城-凯地广场-南街133号,67万
山水檀溪明园电梯房2室2厅112万满二可按揭随时看房,国网襄阳供电公司检修分公司人民路生活区   樊城-火车站-人民路33号,山水檀溪明园   襄城-广电中心-檀溪路,112万
抢手房源七中附小学位房南街饲料公司家属院两室一厅一卫,国网襄阳供电公司检修分公司人民路生活区   樊城-火车站-人民路33号,绿影壁公寓   襄城-凯地广场-绿影壁巷21号,62万
襄城中心医院 四中高中部教师院三楼 二十二中片区 停车方便,3室2厅|130m²|中层(共7层)|2008年建造,襄樊四中教师生活区   襄城-凯地广场-荆州街103号,120万
襄城 东门口 新步梯房 4楼 满五 看房方便,3室2厅|130m²|中层(共7层)|2008年建造,河畔林语   襄城-东门口-庞公附1路9号,127万
安厦檀溪路名仕家鹏城润景山景洋房三室复试楼证满二可贷款,滨江花园B区   襄城-广电中心-内环路226号,中房鹏城润景   襄城-广电中心-轴承一路75号,119万
长虹路碧桂园对面 精装小三室 拎包入住 单位家属院 停车方便,滨江花园B区   襄城-广电中心-内环路226号,祥云社区   樊城-万达广场-长虹北路52号,75万
二十二中学位房中间楼层,3室2厅|136m²|中层(共8层)|2001年建造,襄樊四中教师生活区   襄城-凯地广场-荆州街103号,115万
半山逸品低密度花园洋房3楼98平满五 36中小学胜利街唐城,3室2厅|136m²|中层(共8层)|2001年建造,半山逸品   襄城-岘山广场-胜利街208号,118万
襄城二桥头 武商商圈 明园精装两室电梯 看房有钥匙,嘉鑫公寓   樊城-火车站-丹江路,山水檀溪明园   襄城-广电中心-檀溪路,112万
满五 十中 三十三中学 区，好楼层 精装大两室，拎包入住,嘉鑫公寓   樊城-火车站-丹江路,东方社区   襄城-广电中心-琵琶山路,87万
昭明小学 七中双学曲房 好楼层 户型好 拎包入住 看房方便,2室1厅|60m²|共1层|1995年建造,工行家属院(西街)   襄城-凯地广场-西街2号,80万
环城路武商商圈 背靠真武山 建材家属院大两房均价7千采光巨好,2室1厅|60m²|共1层|1995年建造,三全特建材家属院   襄城-凯地广场-环城西路61号,68万
六化建育才小区 2室2厅1卫 79.6平米 69.00万元,老五中家属院   襄城-凯地广场-马王庙街6号,六化建育才小区   襄城-鼓楼-胜利街,69万
襄城二桥头实验二小南北通透 户型方正 停车方便采光好,老五中家属院   襄城-凯地广场-马王庙街6号,慧苑新区   襄城-凯地广场-复聪路3号,82万
襄城南街实验小学 单位院中间楼层 中等装修,3室2厅|110m²|共2层|2020年建造,司法局家属院   襄城-凯地广场-南街9号,83万
檀溪路激光家属院两室两厅一卫，均价八千低于市场房价满五税低。,3室2厅|110m²|共2层|2020年建造,鼓楼商场福利路家属院   襄城-广电中心-福利路12号,75万
中心血站家属院 2室2厅1卫 82.0平米 75.00万元,中梁紫悦首府   樊城-火车站-追日路,襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,75万
檀溪路武商商圈 单位家属院 精装两房 有钥匙,中梁紫悦首府   樊城-火车站-追日路,鼓楼商场福利路家属院   襄城-广电中心-福利路12号,75万
襄城 二桥头 武商旁家属院 两室半 户型方正 南北通透,3室2厅|73m²|中层(共7层)|2005年建造,三全特建材家属院   襄城-凯地广场-环城西路61号,68万
檀溪路明园精装两室两厅一卫，房子户型特好看房方便有钥匙。,3室2厅|73m²|中层(共7层)|2005年建造,山水檀溪明园   襄城-广电中心-檀溪路,112万
襄城檀溪十中 三 十三 中 单位家属院两室山水家园旁东方社区,"红心家园   襄城-凯地广场-红花园路,近南街",东方社区   襄城-广电中心-琵琶山路,87万
中心血站家属院 2室2厅1卫 82.0平米 75万 武商繁华,"红心家园   襄城-凯地广场-红花园路,近南街",襄阳市疾病预防控制中心家属院   襄城-凯地广场-檀溪路172号,75万
些房有证满五 小区环境好对面斗是十中看房子要提前,3室2厅|70m²|中层(共6层)|2002年建造,东方社区   襄城-广电中心-琵琶山路,87万
襄城武商环城路背靠真武山 建材家属院两房楼层采光好,3室2厅|70m²|中层(共6层)|2002年建造,三全特建材家属院   襄城-凯地广场-环城西路61号,68万
襄城东门口凤雏大桥 在水一方次新房 中间楼层2室 南北通透,在水一方(襄城)   襄城-东门口-建锦路39号,在水一方(襄城)   襄城-东门口-建锦路39号,75万
襄城南街实验小学 单位院中间楼层 中等装修,在水一方(襄城)   襄城-东门口-建锦路39号,司法局家属院   襄城-凯地广场-南街9号,83万
檀溪路图书馆对面 户型方正 南北通透檀溪路区政府 十中,2室1厅|67m²|中层(共6层)|1997年建造,鼓楼商场福利路家属院   襄城-广电中心-福利路12号,85万
42中旁 襄重家属院精装三室 中间楼层 诚心出售,2室1厅|67m²|中层(共6层)|1997年建造,祥云社区   樊城-万达广场-长虹北路52号,74万
襄城山河万里后面 60平 43万，精装修2楼没住过 急售,司法局家属院   襄城-凯地广场-南街9号,汉丹电器厂   襄城-凯地广场-环山路虎头山冲1号,43万
42中 精装三室 黄晶楼层 满两年 拎包入住 配套齐 诚售,司法局家属院   襄城-凯地广场-南街9号,祥云社区   樊城-万达广场-长虹北路52号,75万
77万 精装修 南北通透 86平 宁港东城秀景 看房方便 有,2室2厅|116m²|高层(共7层)|1997年建造,宁港东城秀景   樊城-华洋堂-大庆东路24号,77万
中间楼层 稀有三室精装修 松鹤路小学32中双划片 看房有钥匙,2室2厅|116m²|高层(共7层)|1997年建造,绒线厂家属院   樊城-火车站-长汉路,71万
民发广场商圈紫荆花园,鼓楼商场福利路家属院   襄城-广电中心-福利路12号,紫荆花园   襄州-民发世界城-汉津路,111万
襄州区政府旁 小三房 水岸丽湾 满五,鼓楼商场福利路家属院   襄城-广电中心-福利路12号,滨江花园(襄州)   襄州-嘉佰惠广场-金富士路406号,88万
换房急卖!花园洋房精装电梯小3房 华立凤凰城铁四院可按揭,3室2厅|76m²|中层(共6层)|2000年建造,华立凤凰城   襄州-铁四院-钻石大道一号,85万
民发世界城单价8000出头买精装三室小区停车免费,3室2厅|76m²|中层(共6层)|2000年建造,佳侨公司1号家属楼   襄州-民发世界城-汉津路26号,104万
只卖这套 | 航空路主干道怡美家园 | 精装3室（楼层舒适）,祥云社区   樊城-万达广场-长虹北路52号,怡美家园   襄州-嘉佰惠广场-航空路90号,96万
南北通透 清气园 3室2厅 满五 住房 楼层好 视野无遮挡,祥云社区   樊城-万达广场-长虹北路52号,清气园   襄州-铁四院-春园东路,108万
大道襄州东站襄州四中校区房内燃机车厂,2室1厅|60m²|共1层|2000年建造,内燃机厂生活区   襄州-嘉佰惠广场-钻石大道,78万
大道襄州深圳工业园三室两厅低价出售,2室1厅|60m²|共1层|2000年建造,经晨时代   襄州-嘉佰惠广场-武汉路,56万
襄城鼓楼北街两室三十三中昭明学位，中间楼层拎包入住！,汉丹电器厂   襄城-凯地广场-环山路虎头山冲1号,警民小区   襄城-鼓楼-北街64-4号,78万
20中学.区中装3房七里河小区3楼户型好 满五 可按揭,汉丹电器厂   襄城-凯地广场-环山路虎头山冲1号,中铁十一局七里河小区   樊城-火车站-七里河路5号,150万
南北通透精3室2厅 左岸春天 113平 居家自住 保养好,3室2厅|76m²|中层(共6层)|2003年建造,左岸春天(公寓住宅)   樊城-火车站-春园东路1号,113万
首付22万买中间楼层三房小区改造好停车单位家属院,3室2厅|76m²|中层(共6层)|2003年建造,烟厂家属院(樊城)   樊城-火车站-立业路72号,72万
20中學区暖气房 610航宇家属院 中层3房 十一局对面,祥云社区   樊城-万达广场-长虹北路52号,航宇公司家属院   樊城-火车站-七里河路50号,98万
人民广场商圈 首付17万 县医院家属院 正规大三室 4楼,祥云社区   樊城-万达广场-长虹北路52号,襄州区中医院   樊城-火车站-解放路112号,72万
近20中暖气大院停车免费可公积金贷款 家乐福对面文理工旁,3室2厅|86m²|中层(共6层)|2000年建造,规划局家属院   樊城-火车站-中清路,102万
沃尔玛纯毛坯3房 汉水华城 人民路 长虹路市中心 汉水华城,3室2厅|86m²|中层(共6层)|2000年建造,汉水华城   樊城-武商沃尔玛-长虹路,125万
航空路 县一中对面 精装大三室,宁港东城秀景   樊城-华洋堂-大庆东路24号,农业局家属楼   襄州-嘉佰惠广场-航空路77号,90万
米公路小学划片烟厂家属院精装大三室沃尔玛 南国 天元商圈,宁港东城秀景   樊城-华洋堂-大庆东路24号,烟厂家属院(樊城)   樊城-火车站-立业路72号,113万
天元四季城商圈 人民路小学 人民园小区二室 南北通透,3室1厅|64m²|中层(共6层)|2000年建造,人民园小区   樊城-火车站-焦家台巷28号,51万
新华路房管局家属院 安静舒适带院子 两室两厅精装修,3室1厅|64m²|中层(共6层)|2000年建造,襄阳市房管局家属院   樊城-火车站-新华路7号,76万
急售 沃尔玛商圈 刺绣厂家属院 精装两室 2楼 拎包入住,绒线厂家属院   樊城-火车站-长汉路,刺绣厂家属院(居安巷)   樊城-火车站-居安巷1号,60万
董台鑫鼎花苑 精装两室 2楼 71平 45万,绒线厂家属院   樊城-火车站-长汉路,鑫鼎花苑   樊城-火车站-中清路50号,50万
长虹路单位家属院普通住房,3室2厅|128m²|中层(共7层)|2014年建造,物流所家属院   樊城-武商沃尔玛-长虹路7号,67万
钥匙房急售 人民广场 华洋堂 附近 长征路 满五 好楼层,3室2厅|128m²|中层(共7层)|2014年建造,市中医院长征小区   樊城-火车站-春风巷,110万
好房急售沃尔玛南国广场长虹路立业路富源公寓精装三室中间楼层,紫荆花园   襄州-民发世界城-汉津路,富源公寓   樊城-火车站-立业路43号,93万
襄城实验二小对面 简单装修 南北通透 2室2厅 居家自住,紫荆花园   襄州-民发世界城-汉津路,慧苑新区   襄城-凯地广场-复聪路3号,79万
松鹤路小学學区房盛特区长虹路旁建行家属院中装3室中间楼层,3室1厅|93m²|中层(共8层)|2008年建造,建昌大院   樊城-火车站-长汉路,86万
万达商吾悦双商圈公摊面积少,3室1厅|93m²|中层(共8层)|2008年建造,晖月小区   樊城-万达广场-长虹北路48号,84万
春原路主干道上，斜对面家乐福广场，好邻居超市和海底捞入住,滨江花园(襄州)   襄州-嘉佰惠广场-金富士路406号,建安小区(樊城)   樊城-火车站-春园路51号,90万
急售 华丰路台板厂 大气3房 采光超棒 单价7000,滨江花园(襄州)   襄州-嘉佰惠广场-金富士路406号,台板厂家属院   樊城-火车站-风华路52号,82万
沃尔玛泛悦商圈 66万精装3室 均价6000 急急急,3室2厅|90m²|中层(共11层)|2010年建造,建虹公寓   樊城-火车站-风华路,66万
急售90万满五 住房中原花园七里香堤小区133平,3室2厅|90m²|中层(共11层)|2010年建造,中原花园七里香堤小区   樊城-火车站-安居路4号,90万
均价6500买万达附近大3室，城市轴心，七里香堤.户型方正,华立凤凰城   襄州-铁四院-钻石大道一号,中原花园七里香堤小区   樊城-火车站-安居路4号,89.5万
32中学 区 房 73万 3室1厅 满五 楼层好,华立凤凰城   襄州-铁四院-钻石大道一号,烟厂家属院(樊城)   樊城-火车站-立业路72号,73万
